,artist_name,track_name,track_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
3295,Grateful Dead,"Black Throated Wind - Live at Lyceum, London, England 5/25/1972",5qou5jOupWKdXwLulPtzTR,0.727,0.532,367720,0.435,0.068,9,0.164,-11.31,1,0.0394,145.275,4,0.47
3296,Grateful Dead,"Mr. Charlie - Live at Olympia Theatre, Paris, France 5/3/1972",0NaKwWmZ6fAdNEusIIvhDQ,0.711,0.71,225573,0.595,0.0346,2,0.706,-8.43,1,0.0346,98.406,4,0.775
3297,Grateful Dead,"Me and Bobby McGee - Live at Lyceum, London, England 5/25/1972",0Fw197xHaLlChHaNYuHk9v,0.795,0.662,349293,0.525,0.0229,2,0.682,-9.877,1,0.0304,129.042,4,0.72
3298,Scotty McCreery,Swingin' - American Idol Performance,5BQvzbGurpe0uNRVLwd6Ph,0.0141,0.568,202093,0.864,0.0169,9,0.126,-5.613,1,0.0578,115.892,4,0.655
3299,Hank Williams,Honky Tonkin' - Single Version,4Qkl4TpmZCwIINFPI6fS23,0.83,0.535,163627,0.414,1.74e-06,4,0.113,-10.013,1,0.0313,165.679,4,0.866
3300,Joe Nichols,"No Truck, No Boat, No Girl",4sZFHyfHSkDVDeoNR2nwhw,0.104,0.555,182667,0.662,0.000293,10,0.242,-8.269,1,0.0292,80.969,4,0.554
3301,Haystak,Feelin' Myself,6cjxsR5IKCp6PA5uYzWwOj,0.077,0.508,257267,0.861,0.0,9,0.572,-4.301,0,0.0941,85.96,4,0.595
3302,Eilen Jewell,Queen of the Minor Key,6v4bDammVCUqSXH2SUtT09,0.283,0.571,123000,0.846,0.000523,11,0.0879,-6.766,0,0.0617,116.682,4,0.497
3303,Jelly Roll,(INTRO),1NGz1VQ66R54OVRJ7Q05t1,0.0143,0.626,198213,0.752,0.0,0,0.25,-8.866,0,0.323,153.859,4,0.488
3304,Johnny Cash,Five Feet High And Rising - 1988 Version,3TLBrHMZmsqtZ6Ao0uyfv7,0.416,0.778,102640,0.743,0.000423,10,0.13,-9.329,1,0.0413,94.364,4,0.887
3305,Trace Adkins,More Of Us,2LQAw5N45JuRtNaSTVlFck,0.00161,0.539,212760,0.66,0.295,0,0.254,-4.889,1,0.0288,127.854,4,0.636
3306,Jimmy Buffett,Dixie Diner - Live (1978 Version),2JDFhYzllgVYveRXNp9tr2,0.118,0.326,384267,0.825,0.686,0,0.958,-14.595,1,0.0824,162.721,4,0.527
3307,Blaze Foley,Goin’ Away,5wlhWEVmLxhByX18HCETQt,0.958,0.413,276700,0.245,0.0557,4,0.17,-13.346,1,0.0407,147.201,3,0.551
3308,Atlanta Rhythm Section,Midnight Rider,2c99xVXpOIzsKBIxADuAwn,0.494,0.61,277920,0.543,0.234,7,0.143,-6.06,1,0.0231,86.007,4,0.199
3309,Willie Nelson,Makin' Whoopee - Live,7hMDbagIEeg2izCL2Mihxp,0.823,0.649,293520,0.428,3.33e-06,0,0.763,-8.185,0,0.0476,121.704,4,0.385
3310,Bart Crow Band,Not Going Crazy (Live),0PhZk6PKcr9Mw3eqInmvRp,0.00625,0.626,248227,0.769,0.0,7,0.106,-6.385,1,0.0442,90.444,4,0.596
3311,John David Kent,Back To The Country,6UsYW8LDW6NSgvTxq08FJI,0.0101,0.695,207787,0.628,2.1e-06,2,0.0768,-3.654,1,0.0376,122.007,4,0.592
3312,Randy Travis,Too Much (feat. James Otto),3mlqtyvtUkPrOoNnIZaeIw,0.142,0.602,235636,0.849,0.0,2,0.147,-5.518,1,0.05,96.118,4,0.58
3313,The Jokerr,I Don't Fit In,5hPv7QPMQV0irfeiranyta,0.0322,0.616,290680,0.65,0.0,10,0.36,-6.712,0,0.0382,74.99,4,0.393
3314,Potluck,Strains,0unqUsr821yoOvHdLdnhwf,0.042,0.786,152187,0.441,0.0,1,0.61,-10.053,1,0.291,90.031,4,0.414
3315,Lindi Ortega,Little Lie,00mcGWMgbXmoI6UiXOfnrd,0.112,0.64,146880,0.813,5.74e-05,2,0.108,-4.843,1,0.0499,98.101,4,0.436
3316,Kevin Bloody Wilson,You Can't Say Cunt in Canada,0j80OpDloqzilSrSWOTcfE,0.821,0.542,178173,0.499,0.0,0,0.574,-8.803,1,0.263,100.86,4,0.682
3317,Charlie Parr,Midnight Has Come and Gone,649gi8BjeedaqFZAE5nLqW,0.89,0.367,480133,0.125,0.212,10,0.105,-17.983,1,0.0376,121.036,4,0.0937
3318,Tony Justice,East Tennessee,57awZnRgqsGGqQg9OpHieB,0.227,0.591,205061,0.615,0.000738,6,0.0968,-5.736,1,0.0269,83.99,4,0.431
3319,Bottleneck,Two Shots,6RTjRKpEXId8FEnpRGZgWj,0.0191,0.791,213027,0.726,0.0,5,0.104,-4.855,0,0.0625,120.173,4,0.749
3320,Mud Digger,This Is Our Song,4LpW8wdz04cwMPEOKeMGr3,0.415,0.714,288120,0.783,0.0,7,0.286,-4.45,1,0.236,86.019,4,0.568
3321,John Edmond,George,6215FDm8wxH8o1jyxKT8Kn,0.298,0.496,195893,0.706,0.0,4,0.143,-10.879,1,0.0369,157.574,4,0.897
3322,Blaze Foley,Moonlight,7Ed0gUU4Qwa8lOVs1QujcT,0.985,0.491,160760,0.189,0.585,0,0.133,-15.404,1,0.0334,153.212,3,0.307
3323,Hank Williams III,Ray Lawrence Jr.,7uLr8jWE5RkaFmxhs5beGi,0.336,0.465,422707,0.571,0.000139,2,0.172,-8.223,1,0.0461,104.991,4,0.691
3324,Grateful Dead,"I Know You Rider - Live at Olympia Theatre, Paris, France 5/3/1972",631JE30TVIyPS4NmIaT6zS,0.702,0.407,334867,0.628,0.135,7,0.374,-10.223,1,0.0387,173.823,4,0.798
3325,Grateful Dead,"Bertha - Live at Olympia Theatre, Paris, France 5/3/1972",5Aa0oATtQvVveqfTiCpw16,0.718,0.472,408733,0.622,0.0423,7,0.364,-10.625,1,0.111,171.619,4,0.644
3326,John Prine,Angel from Montgomery (Live),2g26LHZ3Rr9wSv0UOTdrea,0.78,0.531,239613,0.47,0.0,2,0.748,-10.687,0,0.251,151.521,4,0.432
3327,Matt Kennon,Mama Raised The Hell Outta Me,7sJilOKpWLdFfMmyoJMcbT,0.199,0.453,190227,0.951,1.76e-06,2,0.224,-3.955,1,0.126,164.744,4,0.662
3328,Lynyrd Skynyrd,Sweet Home Alabama - Live from Freedom Hall,3x7G33TcyCzZhAe6ZD8jSs,0.219,0.313,385933,0.923,0.0136,6,0.981,-5.189,1,0.0439,101.236,4,0.592
3329,Dead Man Winter,Golden,7veiXqjnPmh56zSLZsMIP5,0.539,0.555,180547,0.495,0.0194,4,0.102,-12.033,1,0.0405,85.689,4,0.684
3330,Staut,Dreiv Frå Land,3onYyOUE3ceFx0Bw0CDz4x,0.683,0.531,219147,0.404,0.0,4,0.317,-7.462,1,0.0291,115.348,4,0.348
3331,Staut,Gå I Stå,0diqvVEDPKXz0bVGhSkmwN,0.00401,0.624,221613,0.835,0.0,11,0.213,-8.141,0,0.0365,111.034,4,0.793
3332,Hank Williams,I Saw The Light - Single Version,7D9E6TkKFb0gKxfNwjATX1,0.955,0.342,163093,0.271,0.000102,7,0.382,-11.495,1,0.0335,205.044,4,0.479
3333,Drive-By Truckers,I Do Believe,0PtZ6x8D2UY5ymgo7SOz66,0.0382,0.552,211227,0.759,0.0111,7,0.288,-7.057,1,0.0307,144.663,4,0.831
3334,Gregg Allman,Little By Little,7H2ZvDHEcrs1bnY1YmfUix,0.59,0.712,165707,0.632,0.661,0,0.115,-9.025,0,0.0361,118.89,4,0.788
3335,Lauren Alaina,You Keep Me Hangin' On - American Idol Performance,5WOTP1uRxHq0ruD7hAdqKD,0.02,0.612,184893,0.939,0.0,11,0.17,-2.071,1,0.038,129.031,4,0.77
3336,Joe Diffie,Is It Cold In Here,1RVNUeXP6GPfwuCO8OoCs1,0.36,0.558,227973,0.453,0.0,7,0.32,-9.251,1,0.023,84.243,4,0.364
3337,Wilco,Black Moon - Alt,6djRczNdjH7WCpuvYCXuCA,0.0909,0.459,233933,0.298,0.759,5,0.109,-18.57,1,0.0318,96.718,4,0.169
3338,Jason Michael Carroll,Alyssa Lies,2SGSpwsv0jEaEOdqwuaLeN,0.233,0.49,258343,0.612,0.00337,7,0.129,-5.091,1,0.0277,75.54,4,0.384
3339,Potluck,Underdog,2Pnfeuseg4x1mELc96AE8C,0.255,0.627,233973,0.692,0.0,8,0.0911,-7.969,1,0.234,87.755,4,0.458
3340,Kyle Park,All Night,3oHxwNhaBUYeQ5myAlJIXe,0.239,0.379,222707,0.76,0.0,2,0.108,-4.304,1,0.0418,177.716,4,0.534
3341,Charlie Parr,Just Like Today,2bypr4QgBNBptyVOQR1MMN,0.899,0.516,360840,0.184,0.00522,0,0.129,-14.032,1,0.0317,112.339,4,0.293
3342,Mick Flavin,The Old School Yard,6uvYhuGPv70fWWWEWF653h,0.327,0.716,173950,0.481,0.00879,7,0.289,-12.855,1,0.0303,89.566,4,0.874
3343,John Rich,She's a Butterfly,2EI9CHIuwj1j3gCdmowdKg,0.0276,0.529,248583,0.762,0.0,11,0.338,-5.476,1,0.0331,163.916,4,0.546
3344,Sarah Darling,Stop the Bleeding,78dirl3DEJBEiyiE1CegC5,0.912,0.579,157533,0.127,0.0,1,0.158,-14.611,1,0.0558,136.511,4,0.484
3345,Montgomery Gentry,Simple Things,6BnLMH0FnETEZm1MvYfrEG,0.00707,0.627,176107,0.864,0.000118,2,0.141,-3.922,1,0.0483,114.017,4,0.47
3346,Slaid Cleaves,Broke Down,4kQHkX7voGx4DGblRCLRVK,0.761,0.463,181880,0.36,0.0,4,0.726,-7.401,1,0.0358,121.069,4,0.433
3347,Randy Travis,Everything and All (feat. Brad Paisley),5dC7YaygNqM0KSHEL1GDYE,0.39,0.71,197788,0.805,0.0,2,0.296,-5.474,1,0.0437,114.989,4,0.793
3348,Sawyer Brown,Walk Out Of The Rain,0kTn2sPlyJCeQMcFjHJ0Hc,0.213,0.677,167813,0.69,0.00375,7,0.194,-3.448,1,0.0244,107.961,4,0.76
3349,Katrina Elam,Second Chance,4tjiH0scvOOogUD7zVLApr,0.76,0.237,180960,0.336,1.17e-06,2,0.119,-8.545,1,0.0335,81.721,4,0.11
3350,Vince Gill,Threaten Me With Heaven,1hQH4J2pfyGCTDtIT0qwDc,0.0658,0.52,331387,0.511,2.07e-05,2,0.461,-7.886,1,0.0245,67.04,4,0.468
3351,Daniel Romano,Knowing That You're Mine,6lcyeUx00A7nl28QyQ7Gza,0.315,0.347,216613,0.387,0.0,5,0.204,-8.352,1,0.0283,73.968,4,0.272
3352,Hayes Carll,Grateful For Christmas,5ExV4lCnqctEM2ktRK3L79,0.559,0.455,234520,0.253,1.65e-06,9,0.109,-12.27,1,0.0362,133.413,4,0.419
3353,Pablo Cruise,Love Will Find A Way,0eRs6SGN3HsETmKTm1h4Xs,0.103,0.653,374360,0.837,0.00211,11,0.798,-5.424,1,0.0666,124.678,4,0.632
3354,Grateful Dead,"Me and My Uncle - Live at Olympia Theatre, Paris, France 5/3/1972",4ox3TpFF6dkdy6Pi8wqgTw,0.716,0.685,199933,0.788,0.612,11,0.138,-9.844,0,0.0383,109.782,4,0.783
3355,Haystak,We Dem White Boys,0UsNQueHzHMiEyBgYfxYtt,0.00115,0.632,238027,0.94,0.0,10,0.0567,-4.106,0,0.0958,171.395,4,0.924
3356,Jerry Garcia,Pizza Preamble,0fFPGfwPj97KXej57deyTL,0.88,0.527,132400,0.0978,7.97e-05,2,0.12,-28.783,1,0.196,69.754,3,0.54
3357,Jerry Garcia,Man of Constant Sorrow/Run Through,6xO36mGukYuDDRrdcvLXAG,0.908,0.619,292227,0.0719,0.0334,2,0.223,-21.7,1,0.0459,123.905,4,0.45
3358,Grateful Dead,"Promised Land - Live at Lyceum, London, England 5/25/1972",1Lnq5yhHNoFkDhawoNGp5J,0.828,0.59,202627,0.676,0.766,0,0.434,-9.524,1,0.0759,164.071,4,0.943
3359,John Prine,Flashback Blues (Live),2oHsR4pvy6UwJIoTKPbT48,0.807,0.582,158653,0.66,0.000421,0,0.779,-12.019,1,0.479,84.991,3,0.665
3360,Grateful Dead,"Sugaree - Live at Olympia Theatre, Paris, France 5/3/1972",4JbZq1of464Sd6js2cnpNQ,0.821,0.708,432947,0.433,0.0826,4,0.405,-11.121,1,0.0338,113.405,4,0.749
3361,Lori McKenna,The Most,6cmMqlLtqn3pQLPlvhWn4J,0.755,0.587,185827,0.31,0.0,7,0.102,-9.101,1,0.0297,147.863,4,0.214
3362,Moccasin Creek,This How a Redneck Rides,3xJzcbSjC46tjdwux9XOQe,0.0339,0.74,164780,0.675,0.016,0,0.117,-6.194,1,0.11,156.068,4,0.432
3363,John Edmond,The Green Leader Theme,5pLNyISI0Q9DJcyN7oY6yX,0.429,0.462,243853,0.564,0.0,2,0.298,-12.404,1,0.0574,91.084,4,0.785
3364,John Edmond,Sweet Banana,0mR45wRf12hZo5Q5X2f3ib,0.0162,0.731,214800,0.695,1.32e-06,7,0.0754,-12.059,1,0.0337,132.76,4,0.912
3365,Twang and Round,Long Country Rds,11gTvag1NqyiQExpCwodgl,0.0272,0.484,247027,0.789,0.0,7,0.224,-10.018,1,0.0839,175.999,4,0.788
3366,Twang and Round,Fist Fulla Dollars,6flVPCWNZFy8S25TwblDqe,0.129,0.622,213907,0.554,0.0,1,0.102,-12.261,1,0.325,184.13,4,0.233
3367,Guy Clark,Dublin Blues,1KWME7VJrNvKXR0Cmnk51o,0.865,0.391,302733,0.288,0.0,4,0.691,-16.203,1,0.049,44.542,4,0.369
3368,Guy Clark,L.A. Freeway,0N9ma7K2RSP69E6s6Bibxm,0.85,0.598,438493,0.205,0.0,9,0.921,-17.411,1,0.045,107.465,4,0.326
3369,Guy Clark,Stuff That Works,4cORFxqRLsLHqFS5utsh2s,0.782,0.594,241067,0.251,7.08e-06,0,0.431,-16.877,1,0.0538,143.357,4,0.294
3370,Jelly Roll,We On (ft. David Ray & Chad Armes),7LGZ2SwLkczmjGhxyMnkFz,0.0527,0.644,196187,0.805,0.0,11,0.308,-8.452,0,0.284,149.954,4,0.496
3371,Hank Williams,Your Cheatin' Heart - Single Version,3kbhg5tNCA3WdTTncjAyQr,0.764,0.66,161653,0.238,3.63e-05,0,0.0779,-11.627,1,0.0283,127.865,4,0.664
3372,Billy Ray Cyrus,Harper Valley P.T.A.,15S5h9Sn0VdN6oyYxPQ1Fo,0.317,0.773,249307,0.76,0.0,2,0.36,-6.375,1,0.0273,109.588,4,0.864
3373,Mountain,Long Red - Live at Woodstock,6Y5VZsAiaWIThMqHGN0GST,0.292,0.455,343240,0.871,0.129,4,0.334,-6.25,0,0.113,92.136,4,0.758
3374,Drive-By Truckers,Gravity's Gone,0T0d9EcrQqHsPIdeB9DIqU,0.00138,0.623,216600,0.845,7.26e-06,7,0.145,-5.973,1,0.0319,126.709,4,0.69
3375,Faron Young,Don't Let The Stars Get In Your Eyes,5h4EzFDVffkkGBFQUS3Big,0.92,0.571,153688,0.423,8.75e-05,9,0.0781,-17.188,1,0.0364,127.348,4,0.894
3376,Ronnie Dunn,Once,1JXZqypvQS6pdY6rNjmNAw,0.0207,0.49,223707,0.832,0.000143,0,0.0896,-3.108,1,0.0406,118.704,4,0.334
3377,The Chuck Wagon Gang,I'm Bound For The Land Of Canaan,1hwhRTs0RIWELx8HPKF3O2,0.699,0.564,158000,0.503,0.0,7,0.136,-6.622,1,0.031,183.889,4,0.968
3378,Jess Moskaluke,Go Big Or Go Home,5tSyEb8HN8J3vqcFM2Vs8O,0.0476,0.493,178933,0.844,0.0,7,0.0733,-6.049,1,0.109,170.011,4,0.791
3379,Sunny Sweeney,Mean As You,2vizDNpWhGmZEsHrYlPTwh,0.00894,0.521,178720,0.924,0.00128,5,0.342,-2.958,1,0.0356,117.084,4,0.649
3380,Eilen Jewell,Over Again,0Kglkb6wSg7wWPNleQJQFU,0.78,0.308,242000,0.201,3.11e-05,0,0.0928,-10.469,1,0.0371,167.218,4,0.382
3381,Eilen Jewell,Only One,3ZPyJMcgbNXF4XjcjXbIxg,0.941,0.45,225000,0.237,0.00173,4,0.109,-13.136,0,0.0283,77.985,4,0.232
3382,Adam Hood,New Deep Ellum Blues,4IpojYZarkaH7Yj9puf3R5,0.00175,0.546,217040,0.946,3.29e-06,4,0.39,-1.985,0,0.0402,120.039,4,0.869
3383,Kyle Park,Mistakes I'll Regret,7476wtw32DpM3IXzsDbDPK,0.066,0.551,181280,0.789,0.00087,4,0.199,-5.09,1,0.0357,100.856,4,0.571
3384,Nick Lowe,Sensitive Man,3mKyN06jO0XwrWVdFz0rTR,0.434,0.749,172347,0.553,0.185,4,0.0974,-8.867,1,0.0399,134.147,4,0.67
3385,Randy Travis,"Didn't We Shine (feat. George Jones, Lorrie Morgan, Ray Price, Connie Smith, Joe Stampley & Gene Watson)",4eEiKuZgiSUUM8lKqBZynE,0.401,0.548,247757,0.483,2.69e-06,7,0.199,-9.718,1,0.0291,125.93,4,0.405
3386,Bri Bagwell,Whiskey,0YaOUbG5y1Yb0ZUREFpvyg,0.719,0.57,271752,0.506,0.0,4,0.157,-7.312,1,0.0262,142.087,4,0.413
3387,Jimmy Fortune,The Other Side Of The Cross,5GqpcfUzYvwgvGBBKpoJBo,0.785,0.323,216653,0.284,0.0,4,0.69,-9.615,1,0.0403,67.08,3,0.297
3388,Stoney LaRue,Sharecropper,47wZx6u65kCRSWmUtagICb,0.00655,0.68,251920,0.666,0.367,4,0.158,-6.633,0,0.0263,110.139,4,0.88
3389,John Prine,Illegal Smile (Live),4APozfaEw0Xx1aeXE93p6L,0.873,0.61,198973,0.548,0.0,4,0.691,-9.876,0,0.357,85.895,4,0.582
3390,Grateful Dead,"Sing Me Back Home - Live at Lyceum Theatre, London, England 5/26/72",5e9pfRUKcIUj3gTkj2eKnD,0.836,0.339,658680,0.18,0.153,9,0.72,-14.697,1,0.0285,88.353,4,0.163
3391,John Moreland,Heaven,3MU42KnUja8dqxUgMQWfjE,0.0994,0.609,211147,0.187,0.00678,5,0.0955,-10.875,1,0.0331,106.017,3,0.142
3392,Haystak,Nothing Free,2YQQRO06TZUXv7kCPguz9j,0.00394,0.589,202347,0.839,0.0,1,0.335,-3.937,1,0.0967,134.084,4,0.488
3393,John Prine,Hey Good Lookin' / Jambalaya (On the Bayou) [Live],1cVzBvwHoefFySXv1UydXN,0.805,0.439,100560,0.595,0.0,3,0.678,-10.588,1,0.131,178.928,4,0.781
3394,Johnny Cash,Jackson (with June Carter Cash),50YNeZpGm2lC6AJVwcSusJ,0.567,0.703,166200,0.473,0.000241,0,0.377,-9.919,1,0.0372,128.238,4,0.817
3395,Scotty McCreery,Can I Trust You With My Heart - American Idol Performance,4W1wUdtU4MGZ692Dwg59w4,0.0253,0.352,194747,0.637,2.97e-05,11,0.165,-5.512,1,0.0311,74.122,4,0.323
3396,Todd Snider,Sideshow Blues,2ROtPL240INsKBEC7Bu4xU,0.846,0.559,181253,0.348,0.0,4,0.868,-9.375,0,0.0471,119.816,4,0.732
3397,Todd Snider,East Nashville Skyline,6Um87htXYxGn0MqF6AuFLU,0.198,0.512,283787,0.721,0.0,0,0.754,-6.932,1,0.032,126.981,4,0.561
3398,Todd Snider,Mushroom Story,4JX1xfmr9wc4t3Dgjzk0GE,0.608,0.687,473173,0.502,0.0,4,0.838,-11.884,0,0.92,108.441,5,0.568
3399,Todd Snider,KK Rider Story,1OM5RJ5hfmCqGjMsM56RyI,0.632,0.535,512227,0.262,0.0,7,0.721,-14.436,1,0.884,72.04,4,0.463
3400,Todd Snider,If Tomorrow Never Comes,6RAOPVdbBmWEGhSrbNtWhR,0.731,0.677,142000,0.421,0.0,2,0.377,-9.287,1,0.154,90.613,4,0.846
3401,JJ Lawhorn,Sittin' on a Tailgate,2VKjwRDfuuNhjIl88KrsaR,0.0739,0.557,214507,0.69,0.0,1,0.0843,-6.903,1,0.0274,77.958,4,0.478
3402,Dead Man Winter,Get Low,3NqOYkzRqbc3nfdTMfPCIJ,0.0106,0.414,283053,0.792,0.00306,11,0.0608,-5.625,0,0.029,170.566,4,0.88
3403,Trace Adkins,It's A Woman Thang,5HC1KnJvGDXHfRrDRtRn6z,0.0467,0.511,229440,0.82,0.000613,2,0.315,-5.589,1,0.0564,168.074,4,0.633
3404,Cracker,"Turn On, Tune In, Drop Out With Me",0MVXXrK9PbG4XasITjCRMn,0.213,0.67,251467,0.829,0.0,0,0.0627,-4.817,1,0.0251,110.046,4,0.806
3405,Eli Young Band,Crazy Girl - Single Version,0vGjt9M758ctllPWoSXWcF,0.0362,0.359,201293,0.618,0.000298,4,0.304,-4.515,1,0.0314,151.065,3,0.207
3406,Tammy Wynette,Stand by Your Man,74UwE2H2WNL3XFreTZYeSm,0.798,0.514,157640,0.326,0.00076,9,0.153,-9.69,1,0.0291,106.504,4,0.559
3407,Jamie Richards,She's Cold As That Beer She's Drinking,0SaTEtmeSj3PWshpiJQdZI,0.651,0.53,245693,0.846,6.48e-06,2,0.142,-3.359,1,0.0385,105.881,4,0.575
3408,The Kentucky Headhunters,Ashes of Love,4gfkdZSC03tnneLOBlwiEl,0.00449,0.565,230960,0.826,4.41e-05,2,0.133,-4.457,1,0.0298,141.662,4,0.702
3409,Mitch Rossell,Prayin' it Don't Rain,2Ca6mXmDiptpamUyQ4hPZw,0.054,0.426,208333,0.661,0.0,7,0.33,-6.065,1,0.0373,167.917,4,0.633
3410,Twang and Round,Bottom of Bottle,6uqHv0Z8PNiBatvGYb0lFV,0.0924,0.631,209347,0.46,0.0,11,0.246,-12.853,0,0.263,176.097,4,0.466
3411,Jonathan Wilson,Canyon in the Rain,4UrNcH2DIc8Orbn38gAtCg,0.345,0.572,387560,0.261,0.0184,2,0.118,-14.096,1,0.0332,130.141,4,0.228
3412,Hank Williams,Jambalaya (On The Bayou) - Single Version,2sJoX47aFdG0u0hirMmLvK,0.725,0.531,172080,0.296,1.32e-06,7,0.0649,-10.704,1,0.0353,164.068,4,0.876
3413,Hank Williams,"Hey, Good Lookin' - Single Version",4sIIMCDNHuGq4IPpR9aG71,0.803,0.765,174160,0.362,0.0,7,0.0722,-9.971,1,0.0393,141.061,4,0.904
3414,Tony Justice,Hard Life,17jxvSHXheLqbwNKau85uC,0.211,0.653,208039,0.436,2.16e-05,2,0.138,-6.75,1,0.0265,128.036,4,0.15
3415,John Edmond,Troopie Boy You Won,75JuBaLnmeYTdm39SX4JBF,0.454,0.646,172707,0.656,0.0,4,0.184,-9.67,1,0.0317,156.046,4,0.963
3416,Tony Justice,On the Road,7oRGjPG1x9kW4xvUWbY0co,0.365,0.706,172042,0.931,0.0003,11,0.138,-2.742,0,0.0397,111.272,4,0.884
3417,Twang and Round,Lay of the Land,5mXEdcG6J0j19LuvED5tgr,0.113,0.62,162093,0.491,0.0,0,0.105,-12.23,1,0.0474,78.49,4,0.311
3418,Jimmy Buffett,Morris' Nightmare - Live (1978 Version),6J3iTocUCWoeOriM4vi4Xn,0.423,0.789,206307,0.411,6.28e-06,0,0.952,-15.385,1,0.229,131.608,4,0.897
3419,Jimmy Buffett,Boat Drinks - Live,2iM0vP8rJsr8dcL9CuvotV,0.616,0.566,216292,0.83,0.0,2,0.977,-6.345,1,0.0963,132.224,4,0.819
3420,Jelly Roll,Memory Lane (ft. Bobby Hooks),6NSHp2ObX60No427gQsGw4,0.00616,0.412,238440,0.736,1.99e-06,6,0.399,-10.182,1,0.0915,99.019,4,0.13
3421,The Oak Ridge Boys,Lead Me To That Rock - Live,1KfC5PfxCju7YNiPzgg3od,0.397,0.435,202067,0.832,0.0,8,0.706,-7.384,1,0.163,185.831,4,0.556
3422,Dolly Parton,Country Is as Country Does,5gQ0wIMQ2kDaIHzvupy5mg,0.0809,0.549,202000,0.942,0.0,0,0.0652,-3.941,1,0.0545,97.904,4,0.707
3423,America,Sandman,0bG0sHD0KJBLTtcPezihy8,0.289,0.342,247067,0.571,2.29e-06,7,0.107,-11.96,1,0.0753,71.976,4,0.312
3424,Ryan Adams,Dirty Rain - Acoustic,6ix9wjxijlqGjHMZv9fDYm,0.9,0.594,219093,0.0698,3.04e-05,4,0.11,-18.998,1,0.0503,130.065,4,0.285
3425,LeAnn Rimes,Wasted Days And Wasted Nights,6E7M566BqexjP1XsaYW4G6,0.188,0.632,246933,0.528,1.49e-05,9,0.0686,-6.059,1,0.0239,82.204,4,0.405
3426,Roger Alan Wade,Stoned Playin' Pinball,0UjJuKmFCNvWOlYUo1J3eB,0.897,0.443,224933,0.463,0.0,2,0.0687,-6.457,1,0.0319,84.437,4,0.715
3427,John Moreland,Hearts & Flowers,1WOkr9JMP6J3XJOoflx5Wc,0.809,0.498,260893,0.166,1.23e-05,3,0.144,-11.821,1,0.0334,119.265,4,0.155
3428,Grateful Dead,"Tennessee Jed - Live at Kongressaal, Munich, West Germany 5/18/1972",6lCEQVTHAuiSIbth5Py0sK,0.666,0.729,466320,0.392,0.00646,0,0.0834,-10.518,1,0.0343,127.457,4,0.687
3429,Kaïn,La tête en l'air,377esJkte9MtZnPLIem982,0.213,0.525,204000,0.764,0.0,6,0.062,-5.102,1,0.0679,174.18,4,0.943
3430,Grateful Dead,"Tennessee Jed - Live at Olympia Theatre, Paris, France 5/3/1972",3IQzVN2eQQI698rZfDQJhc,0.718,0.604,452600,0.428,0.00817,0,0.68,-9.674,1,0.0294,130.506,4,0.686
3431,John Prine,Blue Umbrella (Live),4qmGOZ55J8XfSTUCFlmNhi,0.892,0.568,229733,0.466,2.69e-05,0,0.566,-12.174,1,0.489,75.948,4,0.629
3432,Haystak,"1,2,3,4",5oXORr3LG6ANVG4N9e8xqK,0.00428,0.731,158147,0.831,0.0,5,0.381,-3.73,0,0.0604,146.04,4,0.344
3433,Grateful Dead,"Bertha - Lille Fairgrounds, Lille, France 5/13/1972",4K9NrVKWHbzQZzz1CwkgP7,0.79,0.488,343293,0.631,0.087,7,0.122,-9.891,1,0.0369,167.657,4,0.893
3434,Jerry Garcia,Shady Grove,0M7FrN6UDHM6ck0UJKGsHR,0.908,0.608,176427,0.211,0.0111,0,0.24,-20.185,1,0.0479,100.625,4,0.924
3435,Haystak,Pass That,52bTkipCRNRDoqniTAMys5,0.00208,0.553,227107,0.869,0.0,5,0.351,-4.461,1,0.283,170.101,4,0.298
3436,Robert Earl Keen,Waves On The Ocean,0QRb6HiyBv9BHczO0Fh5iV,0.571,0.753,192480,0.64,1.12e-05,4,0.241,-8.359,1,0.0321,123.995,4,0.887
3437,Seasick Steve,Treasures,6rMNzViktutDzAwvB7hQu9,0.77,0.533,232307,0.247,0.0,7,0.33,-15.148,1,0.0393,120.888,4,0.236
3438,Johnny Cash,I Got Stripes - 1988 Version,3UPBvxaqaPbNIB2psvicso,0.198,0.789,121160,0.707,0.0,5,0.264,-10.239,1,0.0489,110.704,4,0.908
3439,Steve Helms Band,Chasin' Amy,7Iu7yM4RTOxJNpdmEYaDL7,0.386,0.587,220387,0.645,6.53e-05,8,0.0525,-7.643,0,0.0359,162.023,4,0.556
3440,Prophets and Outlaws,Finally Alone,707tV2KRBYGdtMyJ1bl8RE,0.404,0.627,178129,0.569,0.000108,7,0.0914,-9.704,1,0.0321,130.463,4,0.616
3441,Ramsay Midwood,Rotten Alabama,4MuJgpq1AetOdLA9EWC02j,0.507,0.664,231525,0.613,0.0196,0,0.104,-9.279,1,0.0348,159.985,4,0.836
3442,Prophets and Outlaws,Sweet Soft Southern Smile,66eczQ7vgaeukW8acEu4sM,0.279,0.503,258038,0.555,0.0,4,0.0979,-9.791,1,0.0378,147.991,4,0.513
